Name,Title,Bmax - Left ROW Edge,Emax - Left ROW Edge,Bmax - Right ROW Edge,Emax - Right ROW Edge
xc1,xc1,6.47968698918,2.93818259504,7.11748627664,3.26869247162
xc2,xc2,2.41520808186,0.966459517023,2.41521166046,0.966456858741
xc3,xc3,9.20690472417,3.64199383243,9.20691028246,3.64198255113
xc4,xc4,10.7100683619,3.00897671227,10.7100683619,3.00897671227
xc5,xc5,10.0793556337,4.29029788674,10.0793301077,4.29030661594
xc_und,xc_und,80.4098226221,1.62673783668,73.4841277311,1.0569190502
