    x	        Bx	    Bxperc	        By	    Byperc	     Bprod	    Bprodp	      Bmax	     Bmaxp
 -420	    0.0194	    2.1045	    0.1846	   -0.2339	    0.1856	   -0.2236	    0.1856	   -0.2236
 -415	    0.0201	    0.5370	    0.1890	    0.0034	    0.1901	    0.0384	    0.1901	    0.0384
 -410	    0.0208	   -0.7154	    0.1936	   -0.2026	    0.1947	   -0.1403	    0.1947	   -0.1403
 -405	    0.0216	   -1.6859	    0.1984	    0.1905	    0.1996	   -0.2236	    0.1996	   -0.2236
 -400	    0.0224	    2.0351	    0.2033	    0.1603	    0.2046	   -0.2143	    0.2046	   -0.2143
 -395	    0.0233	    1.3398	    0.2085	    0.2214	    0.2098	   -0.1145	    0.2098	   -0.1145
 -390	    0.0242	    0.8879	    0.2138	   -0.0972	    0.2152	    0.0738	    0.2152	    0.0738
 -385	    0.0252	    0.6617	    0.2193	    0.1507	    0.2208	   -0.1045	    0.2208	   -0.1045
 -380	    0.0262	    0.6475	    0.2251	    0.0379	    0.2266	   -0.1756	    0.2266	   -0.1756
 -375	    0.0272	    0.8341	    0.2311	    0.0300	    0.2327	   -0.1426	    0.2327	   -0.1426
 -370	    0.0283	    1.2132	    0.2373	    0.1242	    0.2390	   -0.0081	    0.2390	   -0.0081
 -365	    0.0295	   -1.6140	    0.2438	   -0.0928	    0.2456	   -0.1813	    0.2456	   -0.1813
 -360	    0.0308	   -0.7813	    0.2505	   -0.1909	    0.2524	    0.1595	    0.2524	    0.1595
 -355	    0.0321	    0.2201	    0.2576	   -0.1740	    0.2595	   -0.1769	    0.2595	   -0.1769
 -350	    0.0335	    1.3901	    0.2649	   -0.0452	    0.2670	   -0.0056	    0.2670	   -0.0056
 -345	    0.0349	   -0.2050	    0.2725	   -0.1738	    0.2748	   -0.0892	    0.2748	   -0.0892
 -340	    0.0365	    1.3472	    0.2805	   -0.1761	    0.2829	   -0.0466	    0.2829	   -0.0466
 -335	    0.0381	    0.3566	    0.2888	   -0.0557	    0.2913	    0.1188	    0.2913	    0.1188
 -330	    0.0399	   -0.2825	    0.2975	   -0.1516	    0.3002	    0.0699	    0.3002	    0.0699
 -325	    0.0417	   -0.6017	    0.3067	   -0.1122	    0.3095	    0.1567	    0.3095	    0.1567
 -320	    0.0437	   -0.6253	    0.3162	    0.0587	    0.3192	    0.0610	    0.3192	    0.0610
 -315	    0.0458	   -0.3712	    0.3262	    0.0505	    0.3294	    0.1120	    0.3294	    0.1120
 -310	    0.0481	    0.1471	    0.3366	   -0.1124	    0.3400	    0.0107	    0.3400	    0.0107
 -305	    0.0505	    0.9207	    0.3476	   -0.1189	    0.3512	    0.0655	    0.3512	    0.0655
 -300	    0.0530	    0.0207	    0.3591	    0.0259	    0.3630	   -0.0042	    0.3630	   -0.0042
 -295	    0.0557	   -0.4713	    0.3712	    0.0478	    0.3753	    0.0903	    0.3753	    0.0903
 -290	    0.0587	   -0.5916	    0.3839	   -0.0316	    0.3883	    0.0859	    0.3883	    0.0859
 -285	    0.0618	   -0.3672	    0.3972	    0.0603	    0.4020	    0.0034	    0.4020	    0.0034
 -280	    0.0651	    0.1827	    0.4113	    0.0743	    0.4164	    0.1030	    0.4164	    0.1030
 -275	    0.0687	   -0.4189	    0.4261	    0.0298	    0.4316	   -0.0854	    0.4316	   -0.0854
 -270	    0.0726	   -0.5867	    0.4418	   -0.0545	    0.4477	   -0.0713	    0.4477	   -0.0713
 -265	    0.0767	   -0.3549	    0.4583	    0.0570	    0.4646	   -0.0774	    0.4646	   -0.0774
 -260	    0.0812	    0.2523	    0.4757	   -0.0633	    0.4826	   -0.0870	    0.4826	   -0.0870
 -255	    0.0860	    0.0426	    0.4941	    0.0289	    0.5016	   -0.0842	    0.5016	   -0.0842
 -250	    0.0913	    0.2847	    0.5137	   -0.0637	    0.5217	   -0.0544	    0.5217	   -0.0544
 -245	    0.0969	   -0.0907	    0.5344	    0.0699	    0.5431	    0.0166	    0.5431	    0.0166
 -240	    0.1030	    0.0392	    0.5563	    0.0612	    0.5658	   -0.0350	    0.5658	   -0.0350
 -235	    0.1097	   -0.2770	    0.5797	   -0.0556	    0.5900	   -0.0059	    0.5900	   -0.0059
 -230	    0.1169	   -0.0561	    0.6045	   -0.0826	    0.6157	   -0.0477	    0.6157	   -0.0477
 -225	    0.1248	   -0.1417	    0.6309	   -0.0102	    0.6432	    0.0256	    0.6432	    0.0256
 -220	    0.1334	    0.3272	    0.6591	    0.0190	    0.6725	    0.0739	    0.6725	    0.0739
 -215	    0.1429	   -0.1008	    0.6892	    0.0329	    0.7039	   -0.0177	    0.7039	   -0.0177
 -210	    0.1532	    0.1188	    0.7214	    0.0573	    0.7375	    0.0674	    0.7375	    0.0674
 -205	    0.1645	   -0.2886	    0.7559	   -0.0160	    0.7736	   -0.0546	    0.7736	   -0.0546
 -200	    0.1770	    0.0056	    0.7928	   -0.0198	    0.8124	    0.0447	    0.8124	    0.0447
 -195	    0.1908	   -0.1114	    0.8325	   -0.0542	    0.8541	    0.0151	    0.8541	    0.0151
 -190	    0.2060	    0.0129	    0.8753	    0.0306	    0.8992	    0.0210	    0.8992	    0.0210
 -185	    0.2229	   -0.0331	    0.9213	    0.0336	    0.9479	   -0.0109	    0.9479	   -0.0109
 -180	    0.2417	   -0.1167	    0.9710	    0.0021	    1.0007	   -0.0346	    1.0007	   -0.0346
 -175	    0.2627	   -0.1249	    1.0248	   -0.0201	    1.0579	   -0.0074	    1.0579	   -0.0074
 -170	    0.2861	    0.0373	    1.0831	    0.0068	    1.1202	    0.0202	    1.1202	    0.0202
 -165	    0.3124	    0.1280	    1.1464	    0.0321	    1.1882	    0.0145	    1.1882	    0.0145
 -160	    0.3420	   -0.0011	    1.2153	    0.0207	    1.2625	    0.0363	    1.2625	    0.0363
 -155	    0.3754	    0.1145	    1.2904	    0.0300	    1.3439	   -0.0080	    1.3439	   -0.0080
 -150	    0.4133	    0.0817	    1.3725	   -0.0342	    1.4334	    0.0292	    1.4334	    0.0292
 -145	    0.4565	    0.1071	    1.4626	   -0.0307	    1.5321	    0.0088	    1.5321	    0.0088
 -140	    0.5058	   -0.0369	    1.5615	    0.0290	    1.6413	    0.0204	    1.6413	    0.0204
 -135	    0.5624	    0.0798	    1.6704	    0.0237	    1.7625	   -0.0257	    1.7625	   -0.0257
 -130	    0.6278	   -0.0342	    1.7907	   -0.0154	    1.8976	   -0.0221	    1.8976	   -0.0221
 -125	    0.7035	   -0.0647	    1.9240	    0.0001	    2.0486	   -0.0196	    2.0486	   -0.0196
 -120	    0.7919	   -0.0172	    2.0720	    0.0021	    2.2182	    0.0090	    2.2182	    0.0090
 -115	    0.8954	    0.0475	    2.2370	   -0.0013	    2.4095	   -0.0196	    2.4095	   -0.0196
 -110	    1.0176	   -0.0378	    2.4213	    0.0104	    2.6264	    0.0154	    2.6264	    0.0154
 -105	    1.1628	   -0.0215	    2.6278	   -0.0089	    2.8735	   -0.0166	    2.8735	   -0.0166
 -100	    1.3364	    0.0283	    2.8598	   -0.0053	    3.1567	   -0.0101	    3.1567	   -0.0101
  -95	    1.5457	   -0.0193	    3.1214	    0.0114	    3.4831	    0.0032	    3.4831	    0.0032
  -90	    1.8002	    0.0092	    3.4167	   -0.0095	    3.8619	   -0.0026	    3.8619	   -0.0026
  -85	    2.1123	    0.0133	    3.7507	   -0.0077	    4.3046	   -0.0093	    4.3046	   -0.0093
  -80	    2.4988	   -0.0077	    4.1287	   -0.0070	    4.8260	    0.0001	    4.8260	    0.0001
  -75	    2.9824	    0.0149	    4.5559	   -0.0020	    5.4453	    0.0055	    5.4453	    0.0055
  -70	    3.5943	    0.0072	    5.0366	   -0.0074	    6.1876	   -0.0066	    6.1876	   -0.0066
  -65	    4.3772	    0.0048	    5.5725	   -0.0085	    7.0861	    0.0016	    7.0861	    0.0016
  -60	    5.3912	    0.0036	    6.1590	    0.0005	    8.1853	    0.0033	    8.1853	    0.0033
  -55	    6.7200	    0.0004	    6.7783	    0.0050	    9.5449	   -0.0013	    9.5449	   -0.0013
  -50	    8.4806	   -0.0052	    7.3858	   -0.0028	   11.2459	   -0.0011	   11.2459	   -0.0011
  -45	   10.8324	    0.0037	    7.8836	   -0.0053	   13.3975	    0.0034	   13.3975	    0.0034
  -40	   13.9818	   -0.0015	    8.0713	    0.0038	   16.1442	    0.0015	   16.1442	    0.0015
  -35	   18.1582	    0.0013	    7.5581	    0.0009	   19.6684	    0.0020	   19.6684	    0.0020
  -30	   23.5076	   -0.0015	    5.6276	   -0.0074	   24.1719	   -0.0006	   24.1719	   -0.0006
  -25	   29.7844	    0.0015	    1.1101	    0.0133	   29.8051	    0.0004	   29.8051	    0.0004
  -20	   35.7206	   -0.0011	    7.4689	   -0.0020	   36.4931	    0.0002	   36.4931	    0.0002
  -15	   38.3601	    0.0002	   20.8656	   -0.0021	   43.6677	   -0.0007	   43.6677	   -0.0007
  -10	   33.7396	   -0.0011	   37.1136	   -0.0011	   50.1575	   -0.0009	   50.1575	   -0.0009
   -5	   20.0006	   -0.0018	   50.8198	   -0.0004	   54.6139	   -0.0002	   54.6139	   -0.0002
    0	    0.0000	       inf	   56.1788	   -0.0004	   56.1788	   -0.0004	   56.1788	   -0.0004
    5	   20.0006	   -0.0018	   50.8198	   -0.0004	   54.6139	   -0.0002	   54.6139	   -0.0002
   10	   33.7396	   -0.0011	   37.1136	   -0.0011	   50.1575	   -0.0009	   50.1575	   -0.0009
   15	   38.3601	    0.0002	   20.8656	   -0.0021	   43.6677	   -0.0007	   43.6677	   -0.0007
   20	   35.7206	   -0.0011	    7.4689	   -0.0020	   36.4931	    0.0002	   36.4931	    0.0002
   25	   29.7844	    0.0015	    1.1101	    0.0133	   29.8051	    0.0004	   29.8051	    0.0004
   30	   23.5076	   -0.0015	    5.6276	   -0.0074	   24.1719	   -0.0006	   24.1719	   -0.0006
   35	   18.1582	    0.0013	    7.5581	    0.0009	   19.6684	    0.0020	   19.6684	    0.0020
   40	   13.9818	   -0.0015	    8.0713	    0.0038	   16.1442	    0.0015	   16.1442	    0.0015
   45	   10.8324	    0.0037	    7.8836	   -0.0053	   13.3975	    0.0034	   13.3975	    0.0034
   50	    8.4806	   -0.0052	    7.3858	   -0.0028	   11.2459	   -0.0011	   11.2459	   -0.0011
   55	    6.7200	    0.0004	    6.7783	    0.0050	    9.5449	   -0.0013	    9.5449	   -0.0013
   60	    5.3912	    0.0036	    6.1590	    0.0005	    8.1853	    0.0033	    8.1853	    0.0033
   65	    4.3772	    0.0048	    5.5725	   -0.0085	    7.0861	    0.0016	    7.0861	    0.0016
   70	    3.5943	    0.0072	    5.0366	   -0.0074	    6.1876	   -0.0066	    6.1876	   -0.0066
   75	    2.9824	    0.0149	    4.5559	   -0.0020	    5.4453	    0.0055	    5.4453	    0.0055
   80	    2.4988	   -0.0077	    4.1287	   -0.0070	    4.8260	    0.0001	    4.8260	    0.0001
   85	    2.1123	    0.0133	    3.7507	   -0.0077	    4.3046	   -0.0093	    4.3046	   -0.0093
   90	    1.8002	    0.0092	    3.4167	   -0.0095	    3.8619	   -0.0026	    3.8619	   -0.0026
   95	    1.5457	   -0.0193	    3.1214	    0.0114	    3.4831	    0.0032	    3.4831	    0.0032
  100	    1.3364	    0.0283	    2.8598	   -0.0053	    3.1567	   -0.0101	    3.1567	   -0.0101
  105	    1.1628	   -0.0215	    2.6278	   -0.0089	    2.8735	   -0.0166	    2.8735	   -0.0166
  110	    1.0176	   -0.0378	    2.4213	    0.0104	    2.6264	    0.0154	    2.6264	    0.0154
  115	    0.8954	    0.0475	    2.2370	   -0.0013	    2.4095	   -0.0196	    2.4095	   -0.0196
  120	    0.7919	   -0.0172	    2.0720	    0.0021	    2.2182	    0.0090	    2.2182	    0.0090
