HL_E
Existing Configuration
HL_E.FLD

 DIST    B Horz   B Vert   B PROD    B MAX   E Horz   E Vert   E PROD    E MAX
 (Ft)     (mG)     (mG)     (mG)      (mG)   (kV/m)   (kV/m)   (kV/m)   (V/m)
 ----    ------   ------   ------    -----   ------   ------   ------   ------
 -20.00  131.182  184.095  226.053  225.205    0.493    1.604    1.678    1.675
 -19.00  118.934  187.948  222.418  221.682    0.479    1.437    1.515    1.509
 -18.00  106.947  190.212  218.216  217.600    0.454    1.281    1.360    1.350
 -17.00   95.519  191.048  213.596  213.101    0.421    1.142    1.218    1.204
 -16.00   84.901  190.681  208.728  208.347    0.382    1.024    1.093    1.074
 -15.00   75.288  189.382  203.799  203.519    0.338    0.928    0.987    0.965
 -14.00   66.799  187.453  199.000  198.802    0.293    0.854    0.903    0.879
 -13.00   59.472  185.202  194.517  194.382    0.249    0.800    0.838    0.816
 -12.00   53.259  182.920  190.516  190.425    0.208    0.762    0.790    0.772
 -11.00   48.032  180.862  187.131  187.068    0.173    0.735    0.755    0.741
 -10.00   43.601  179.222  184.449  184.400    0.146    0.714    0.728    0.718
  -9.00   39.734  178.126  182.504  182.460    0.130    0.693    0.705    0.697
  -8.00   36.191  177.623  181.273  181.226    0.124    0.670    0.681    0.675
  -7.00   32.751  177.686  180.679  180.622    0.127    0.643    0.656    0.650
  -6.00   29.237  178.223  180.605  180.530    0.136    0.612    0.627    0.620
  -5.00   25.534  179.096  180.907  180.808    0.150    0.576    0.595    0.586
  -4.00   21.602  180.135  181.426  181.299    0.164    0.538    0.563    0.549
  -3.00   17.506  181.169  182.013  181.857    0.177    0.502    0.532    0.511
  -2.00   13.474  182.038  182.536  182.355    0.188    0.471    0.507    0.477
  -1.00   10.088  182.613  182.892  182.695    0.196    0.451    0.492    0.452
   0.00    8.620  182.815  183.018  182.815    0.199    0.446    0.489    0.446
   1.00   10.088  182.613  182.892  182.695    0.199    0.458    0.500    0.462
   2.00   13.474  182.038  182.536  182.355    0.194    0.485    0.522    0.494
   3.00   17.506  181.169  182.013  181.857    0.186    0.522    0.554    0.534
   4.00   21.602  180.135  181.426  181.299    0.175    0.564    0.591    0.577
   5.00   25.534  179.096  180.907  180.808    0.163    0.607    0.629    0.619
   6.00   29.237  178.223  180.606  180.530    0.153    0.648    0.666    0.659
   7.00   32.751  177.686  180.679  180.622    0.146    0.685    0.701    0.694
   8.00   36.191  177.623  181.273  181.226    0.145    0.718    0.733    0.726
   9.00   39.734  178.126  182.504  182.460    0.153    0.748    0.764    0.755
  10.00   43.601  179.222  184.449  184.400    0.171    0.778    0.796    0.785
  11.00   48.032  180.862  187.131  187.068    0.199    0.809    0.833    0.819
  12.00   53.259  182.920  190.516  190.425    0.235    0.848    0.880    0.862
  13.00   59.472  185.202  194.517  194.382    0.276    0.899    0.940    0.920
  14.00   66.799  187.453  199.000  198.802    0.321    0.966    1.018    0.998
  15.00   75.288  189.382  203.799  203.519    0.366    1.054    1.116    1.097
  16.00   84.901  190.681  208.728  208.347    0.410    1.164    1.234    1.219
  17.00   95.519  191.048  213.596  213.101    0.450    1.295    1.371    1.360
  18.00  106.947  190.212  218.216  217.600    0.482    1.446    1.525    1.517
  19.00  118.934  187.948  222.418  221.682    0.506    1.613    1.690    1.686
  20.00  131.182  184.095  226.053  225.205    0.520    1.790    1.864    1.862
  21.00  143.366  178.568  228.999  228.054    0.521    1.974    2.042    2.040
  22.00  155.155  171.358  231.164  230.142    0.511    2.158    2.217    2.217
  23.00  166.231  162.532  232.485  231.409    0.490    2.336    2.387    2.387
  24.00  176.300  152.233  232.930  231.824    0.457    2.505    2.546    2.546
  25.00  185.116  140.662  232.494  231.381    0.414    2.660    2.692    2.692
  26.00  192.485  128.068  231.197  230.099    0.364    2.797    2.821    2.820
